s048,s025,FN
s048,s025,FN
s048,s038,FN
s048,s048,TP
s048,s037,FN
s048,s048,TP
s048,s025,FN
s048,s025,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s008,FN
s048,s008,FN
s048,s048,TP
s048,s002,FN
s048,s048,TP
s048,s018,FN
s048,s048,TP
s048,s032,FN
s048,s048,TP
s048,s008,FN
s048,s054,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s015,FN
s048,s015,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s037,FN
s048,s048,TP
s048,s054,FN
s048,s008,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s029,FN
s048,s051,FN
s048,s029,FN
s048,s051,FN
s048,s039,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s051,FN
s048,s048,TP
s048,s037,FN
s048,s007,FN
s048,s008,FN
s048,s008,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s008,FN
s048,s048,TP
s048,s008,FN
s048,s048,TP
s048,s018,FN
s048,s048,FN
s048,s048,TP
s048,s002,FN
s048,s018,FN
s048,s011,FN
s048,s048,TP
s048,s048,TP
s048,s039,FN
s048,s002,FN
s048,s048,TP
s048,s048,TP
s048,s008,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s054,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s002,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s050,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s054,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s047,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s046,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s008,FN
s048,s002,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s057,FN
s048,s037,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s018,FN
s048,s048,TP
s048,s048,TP
s048,s048,TP
s048,s048,TP
s021,s051,TN
s008,s008,TN
s030,s030,TN
s008,s008,TN
s029,s029,TN
s050,s008,TN
s049,s005,TN
s026,s026,TN
s044,s044,TN
s004,s004,TN
s040,s040,TN
s016,s016,TN
s033,s033,TN
s036,s036,TN
s035,s035,TN
s031,s007,TN
s024,s017,TN
s053,s053,TN
s018,s011,TN
s013,s013,TN
s018,s018,TN
s052,s052,TN
s038,s038,TN
s049,s005,TN
s055,s055,TN
s050,s029,TN
s004,s004,TN
s004,s004,TN
s039,s039,TN
s049,s005,TN
s027,s027,TN
s004,s004,TN
s051,s057,TN
s033,s033,TN
s043,s044,TN
s055,s055,TN
s033,s033,TN
s020,s011,TN
s050,s050,TN
s015,s015,TN
s011,s011,TN
s027,s008,TN
s026,s026,TN
s004,s004,TN
s057,s057,TN
s018,s018,TN
s046,s047,TN
s007,s007,TN
s043,s043,TN
s008,s008,TN
s052,s052,TN
s039,s039,TN
s042,s042,TN
s016,s016,TN
s029,s029,TN
s034,s034,TN
s034,s029,TN
s056,s056,TN
s005,s033,TN
s011,s011,TN
s054,s008,TN
s015,s015,TN
s019,s019,TN
s013,s015,TN
s046,s004,TN
s004,s016,TN
s030,s031,TN
s043,s043,TN
s043,s043,TN
s010,s010,TN
s005,s005,TN
s057,s057,TN
s016,s016,TN
s031,s047,TN
s042,s032,TN
s008,s008,TN
s040,s040,TN
s044,s044,TN
s054,s054,TN
s053,s053,TN
s002,s048,FP
s018,s046,TN
s010,s010,TN
s020,s041,TN
s003,s003,TN
s056,s056,TN
s016,s016,TN
s025,s025,TN
s057,s018,TN
s012,s012,TN
s043,s043,TN
s015,s008,TN
s043,s022,TN
s038,s002,TN
s026,s026,TN
s002,s002,TN
s047,s047,TN
s041,s003,TN
s039,s039,TN
s027,s027,TN
s025,s025,TN
s003,s003,TN
s055,s055,TN
s046,s048,FP
s046,s046,TN
s032,s037,TN
s013,s015,TN
s037,s030,TN
s018,s018,TN
s032,s027,TN
s022,s022,TN
s043,s043,TN
s054,s048,FP
s018,s007,TN
s031,s008,TN
s039,s016,TN
s037,s048,FP
s049,s005,TN
s025,s025,TN
s034,s034,TN
s033,s041,TN
s021,s047,TN
s033,s041,TN
s005,s005,TN
s037,s008,TN
s052,s052,TN
s042,s042,TN
s003,s003,TN
s027,s002,TN
s025,s025,TN
s021,s051,TN
s055,s055,TN
s016,s016,TN
s046,s046,TN
s005,s005,TN
s037,s048,FP
s004,s004,TN
s032,s056,TN
s046,s046,TN
s053,s053,TN
s018,s011,TN
s034,s011,TN
s041,s012,TN
s039,s039,TN
s036,s036,TN
s039,s039,TN
s044,s044,TN
s050,s002,TN
s010,s010,TN
s022,s022,TN
s034,s011,TN
s028,s028,TN
s052,s052,TN
s019,s019,TN
s024,s024,TN
s046,s046,TN
s051,s051,TN
s019,s019,TN
s029,s029,TN
s021,s021,TN
s056,s056,TN
s054,s013,TN
s011,s011,TN
s030,s030,TN
s003,s003,TN
s044,s044,TN
s018,s018,TN
s007,s007,TN
s044,s044,TN
s037,s048,FP
s049,s033,TN
s002,s013,TN
s038,s038,TN
s049,s049,TN
s057,s057,TN
s034,s007,TN
s039,s039,TN
s056,s056,TN
s011,s011,TN
s051,s051,TN
s013,s013,TN
s018,s018,TN
s020,s008,TN
s053,s053,TN
s030,s030,TN
s044,s044,TN
s034,s007,TN
s015,s057,TN
s018,s018,TN
s007,s054,TN
s016,s019,TN
s019,s019,TN
s056,s056,TN
s030,s030,TN
s017,s017,TN
s031,s051,TN
s010,s010,TN
s034,s031,TN
s039,s039,TN
s057,s008,TN